

Ball[1],Up: 1,Down: 1,Total: 56
Ball[2],Up: 1,Down: 1,Total:  0
Ball[3],Up: 1,Down: 1,Total:  0
Ball[4],Up: 1,Down: 1,Total:  0
Ball[5],Up: 1,Down: 1,Total:  0
Ball[6],Up: 1,Down: 1,Total:  0
Ball[7],Up: 1,Down: 1,Total: 10
Ball[1],Up: 1,Down: 2,Total: 57
Ball[2],Up: 1,Down: 2,Total:  0
Ball[3],Up: 1,Down: 2,Total:  0
Ball[4],Up: 1,Down: 2,Total:  0
Ball[5],Up: 1,Down: 2,Total:  0
Ball[6],Up: 1,Down: 2,Total:  0
Ball[7],Up: 1,Down: 2,Total:  4
Ball[1],Up: 1,Down: 3,Total: 36
Ball[2],Up: 1,Down: 3,Total:  0
Ball[3],Up: 1,Down: 3,Total:  0
Ball[4],Up: 1,Down: 3,Total:  0
Ball[5],Up: 1,Down: 3,Total:  0
Ball[6],Up: 1,Down: 3,Total:  0
Ball[7],Up: 1,Down: 3,Total:  7
Ball[1],Up: 1,Down: 4,Total: 34
Ball[2],Up: 1,Down: 4,Total:  0
Ball[3],Up: 1,Down: 4,Total:  0
Ball[4],Up: 1,Down: 4,Total:  0
Ball[5],Up: 1,Down: 4,Total:  0
Ball[6],Up: 1,Down: 4,Total:  0
Ball[7],Up: 1,Down: 4,Total:  3
Ball[1],Up: 1,Down: 5,Total: 23
Ball[2],Up: 1,Down: 5,Total:  0
Ball[3],Up: 1,Down: 5,Total:  0
Ball[4],Up: 1,Down: 5,Total:  0
Ball[5],Up: 1,Down: 5,Total:  0
Ball[6],Up: 1,Down: 5,Total:  0
Ball[7],Up: 1,Down: 5,Total:  4
Ball[1],Up: 1,Down: 6,Total: 17
Ball[2],Up: 1,Down: 6,Total:  0
Ball[3],Up: 1,Down: 6,Total:  0
Ball[4],Up: 1,Down: 6,Total:  0
Ball[5],Up: 1,Down: 6,Total:  0
Ball[6],Up: 1,Down: 6,Total:  0
Ball[7],Up: 1,Down: 6,Total:  5
Ball[1],Up: 1,Down: 7,Total: 19
Ball[2],Up: 1,Down: 7,Total:  0
Ball[3],Up: 1,Down: 7,Total:  0
Ball[4],Up: 1,Down: 7,Total:  0
Ball[5],Up: 1,Down: 7,Total:  0
Ball[6],Up: 1,Down: 7,Total:  0
Ball[7],Up: 1,Down: 7,Total: 10
Ball[1],Up: 1,Down: 8,Total: 17
Ball[2],Up: 1,Down: 8,Total:  0
Ball[3],Up: 1,Down: 8,Total:  0
Ball[4],Up: 1,Down: 8,Total:  0
Ball[5],Up: 1,Down: 8,Total:  0
Ball[6],Up: 1,Down: 8,Total:  0
Ball[7],Up: 1,Down: 8,Total:  3
Ball[1],Up: 1,Down: 9,Total: 16
Ball[2],Up: 1,Down: 9,Total:  0
Ball[3],Up: 1,Down: 9,Total:  0
Ball[4],Up: 1,Down: 9,Total:  0
Ball[5],Up: 1,Down: 9,Total:  0
Ball[6],Up: 1,Down: 9,Total:  0
Ball[7],Up: 1,Down: 9,Total:  9
Ball[1],Up: 1,Down:10,Total:  8
Ball[2],Up: 1,Down:10,Total:  0
Ball[3],Up: 1,Down:10,Total:  0
Ball[4],Up: 1,Down:10,Total:  0
Ball[5],Up: 1,Down:10,Total:  0
Ball[6],Up: 1,Down:10,Total:  0
Ball[7],Up: 1,Down:10,Total:  5
Ball[1],Up: 1,Down:11,Total:  6
Ball[2],Up: 1,Down:11,Total:  0
Ball[3],Up: 1,Down:11,Total:  0
Ball[4],Up: 1,Down:11,Total:  0
Ball[5],Up: 1,Down:11,Total:  0
Ball[6],Up: 1,Down:11,Total:  0
Ball[7],Up: 1,Down:11,Total:  7
Ball[1],Up: 1,Down:12,Total:  5
Ball[2],Up: 1,Down:12,Total:  0
Ball[3],Up: 1,Down:12,Total:  0
Ball[4],Up: 1,Down:12,Total:  0
Ball[5],Up: 1,Down:12,Total:  0
Ball[6],Up: 1,Down:12,Total:  0
